Date,Name,Year,Letterboxd URI
2023-12-14,Full Circle,2023,https://boxd.it/HpFI
2023-12-15,The Boss: Anatomy of a Crime,2014,https://boxd.it/a8p8
2023-12-16,127 Hours,2010,https://boxd.it/SLa
2023-12-17,Fellow Travelers,2023,https://boxd.it/Jdwe
2023-12-18,Love After Music,2023,https://boxd.it/Gwd0
2023-12-19,The Man Next Door,2009,https://boxd.it/KRE
2023-12-20,A Perfect Story,2023,https://boxd.it/HSRI
2023-12-21,Los Marziano,2011,https://boxd.it/2eiw
2023-12-23,My Masterpiece,2018,https://boxd.it/jv20
2023-12-23,The Distinguished Citizen,2016,https://boxd.it/enGc
2023-12-24,Saltburn,2023,https://boxd.it/z4eg
2023-12-25,Home Alone,1990,https://boxd.it/29Fg
2023-12-26,Home Alone 2: Lost in New York,1992,https://boxd.it/29F6
2023-12-27,Dream Scenario,2023,https://boxd.it/v2h0
2023-12-28,Whatever It Takes,2000,https://boxd.it/1KyO
2023-12-29,Last Call for Istanbul,2023,https://boxd.it/Dwfu
2023-12-30,Fall,2022,https://boxd.it/Bf6G
2023-12-31,How to Have Sex,2023,https://boxd.it/EFIM
2024-01-01,The Delinquents,2023,https://boxd.it/qLyA
2024-01-02,Bad Christmas,2021,https://boxd.it/nmSa
2024-01-03,Echoes,2022,https://boxd.it/vL2a
2024-01-04,The Son,2019,https://boxd.it/maiW
2024-01-05,My First Wedding,2011,https://boxd.it/31zQ
2024-01-06,Chinese Take-Away,2011,https://boxd.it/2eGy
2024-01-08,Foe,2023,https://boxd.it/sy7U
2024-01-09,The Time It Takes,2021,https://boxd.it/yT0C
2024-01-10,Trópico,2020,https://boxd.it/qU6K
2024-01-11,The Wrath of God,2022,https://boxd.it/xdoA
2024-01-12,Abzurdah,2015,https://boxd.it/bWiS
2024-01-14,About Time,2013,https://boxd.it/43bI
2024-01-15,Sundown,2021,https://boxd.it/wgbs
2024-01-16,Society of the Snow,2023,https://boxd.it/y9aw
2024-01-17,Julia(s),2022,https://boxd.it/xI92
2024-01-18,Oppenheimer,2023,https://boxd.it/wUow
2024-01-19,At the End of the Tunnel,2016,https://boxd.it/dN92
2024-01-19,9,2021,https://boxd.it/xPEm
2024-01-20,Appropriate Adult,2011,https://boxd.it/6crE
2024-01-20,Bodyguard,2018,https://boxd.it/vC2U
2024-01-22,Nadie puede ser tan malo haciendo café,2018,https://boxd.it/KGU2
2024-01-22,Crazy About Her,2021,https://boxd.it/thf0
2024-01-23,The Last Letter from Your Lover,2021,https://boxd.it/nGzM
2024-01-24,Weekend at Bernie's,1989,https://boxd.it/204U
2024-01-25,La Empresa,2020,https://boxd.it/KGTI
2024-01-26,One Day,2011,https://boxd.it/Asu
2024-01-27,Yí (Endless River),2020,https://boxd.it/uqx0
2024-01-28,Weekend at Bernie's II,1993,https://boxd.it/204K
2024-01-29,Rodríguez y El Cambio Climático,2017,https://boxd.it/KUbA
2024-01-30,Interstellar,2014,https://boxd.it/4VZ8
2024-01-31,Through My Window,2022,https://boxd.it/uQGW
2024-02-01,Through My Window: Across the Sea,2023,https://boxd.it/BkEI
