Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-04-16,The Official Story,1985,https://boxd.it/6hEuaB,5,,"<blockquote>""Ningún pueblo podría sobrevivir sin memoria. Y la historia es la memoria de los pueblos.""<blockquote>

Y no por nada la primera película argentina y latinoamericana en ganar un premio Óscar continúa más vigente que nunca. Lamentablemente. Porque, como si se tratara de un mal augurio, el personaje de Hugo Arana esboza que en la guerra que unos pocos ganaron, los que realmente perdieron fueron los pibes, <i>""y lo van a tener que pagar no comiendo y no pudiendo estudiar""<i>. Bueno, acá estamos, casi 40 años después.",,2024-04-15
2024-04-17,"Love, Divided",2024,https://boxd.it/6i1ydZ,3.5,,"De esas películas agradables, llenas de clichés románticos pero con una estética hermosa, que amamos ver abrazados a un balde de pochoclos o a un cuarto de helado.",,2024-04-16
2024-04-18,Butcher Boys,2012,https://boxd.it/6in9GV,2,,"Las comedias de horror no son mi tipo de películas. O me río o siento asco, pero nunca a la vez.",,2024-04-17
2024-04-19,Someone Has to Die,2020,https://boxd.it/6iIdmx,4,,"La visión del género dramático de Manolo Caro puede acercarse demasiado al culebrón, pero sin descuidar la historia ni cómo luce la imagen. Guión coral con actuaciones sobresalientes.",,2024-04-18
2024-04-21,Cam,2018,https://boxd.it/6jq3W9,4,,"De esas bizarreadas que te ponés a ver, por su estética, para matar el tiempo y terminan haciendo una crítica social buenísima.",,2024-04-19
2024-04-21,Dirty John: The Dirty Truth,2019,https://boxd.it/6ju4qh,3.5,,Buen complemento documental para la primera temporada de la serie <i>Dirty John<i>.,,2024-04-20
2024-04-22,The Mole Agent,2020,https://boxd.it/6jRy0p,4.5,,No es un documental. No es ficción. Es una maravilla chilena.,,2024-04-21
2024-04-23,Bacurau,2019,https://boxd.it/6kk5tP,5,,"Creo que lo más maravilloso de los proyectos como <i>Film Raffle<i> es llegar gracias a las recomendaciones, en este caso de <a href=""https://boxd.it/yfPd"">@junglespycamp</a>, a películas que jamás hubieses conocido. 

Lo de <i>Bacurau<i> es algo impresionante, un orgullo que venga de un país sudamericano como Brasil. Es arte hecho gore. Un viaje de más de dos horas por un pueblo abandonado que, sin nada, cuenta toda su historia, sus costumbres, sus creencias tan particulares. De lo mejor que he visto en mucho tiempo. Alucinante.

Recomendación de <a href=""https://boxd.it/yfPd"">@junglespycamp</a> para <a href=""https://boxd.it/uRRCa"">r/Letterboxd Film Raffle #93</a>.","lbfilmraffle, r-letterboxd",2024-04-22
2024-04-24,Ferris Bueller's Day Off,1986,https://boxd.it/6kI13B,5,Yes,"<blockquote>""Life moves pretty fast. If you don't stop and look around once in a while, you could miss it.""<blockquote>

Siempre le voy a poner cinco estrellas a las comedias ochentosas que me hicieron pasar una infancia hermosa. Classic.",,2024-04-23
2024-04-25,Stockholm,2013,https://boxd.it/6l46Wl,4.5,,"Chico red flag seduce a chica red flag y, juntos, recorren las calles de España dejando apreciar ciertas actitudes, sí, adivinaron, red flag. Pero a mitad de metraje, la película se rompe en mil pedazos, en el buen sentido, y entrega un final perfecto para todo lo que veníamos presenciando. Véanla sin saber demasiado. Es cine independiente del bueno.",,2024-04-24
2024-04-26,Monkey Man,2024,https://boxd.it/6lsN95,4.5,,"Directed by Dev Patel. Screenplay by Dev Patel. Story by Dev Patel. Produced by Dev Patel. Dev Patel as Kid.

Todo, todo bien hace Dev Patel. Qué hombre.",,2024-04-25
2024-04-27,The Crimes That Bind,2020,https://boxd.it/6lMm4H,4,,"Un guión actual e inteligente que nos lleva a presenciar el poder del dinero y el machismo por sobre la justicia argentina y, supongo, también mundial.",,2024-04-26
2024-04-28,Drive-Away Dolls,2024,https://boxd.it/6mcwiV,2.5,,"Entiendo porqué esta película funciona tan bien para algunos: es irreverente, innovadora, visualmente llamativa; pero a mí no me sacó ni una risa, nada.",,2024-04-27
2024-04-29,Modern Times,1936,https://boxd.it/6mFCTL,5,,"Una maravilla atemporal, mezcla de humor, romance y crítica social. Qué artista de la p... madre Chaplin!

<a href=""https://boxd.it/v0zHO"">r/Letterboxd Film Club Challenge 109 - Charlie Chaplin</a>","lbfilmclub, r-letterboxd, lbfcc-chaplin",2024-04-28
2024-05-01,Late Night with the Devil,2023,https://boxd.it/6nEriL,4,,El programa de Mauro Viale se volvió un poco paranormal después de la pelea con Samid.,,2024-04-30
2024-05-03,The Social Network,2010,https://boxd.it/6oDmPH,5,Yes,"<blockquote>""You are probably going to be a very successful computer person. But you're going to go through life thinking that girls don't like you because you're a nerd. And I want you to know, from the bottom of my heart, that that won't be true. It'll be because you're an asshole.""<blockquote>

Y es ahí, no a los diez, sino a los cinco minutos, que <i>Mark Zuckerberg<i> pierde al jurado por completo.

Recomendación de <a href=""https://boxd.it/1hdLX"">@lewez</a> para <a href=""https://boxd.it/vdgXu"">r/Letterboxd Film Raffle #94</a>.","lbfilmraffle, r-letterboxd",2024-05-02
2024-05-04,Blue Jay,2016,https://boxd.it/6oLt4f,4.5,,"Ochenta minutos, una paleta b&w y dos personajes principales + solo un secundario son más que suficientes para entregarnos una de las películas sobre amor y nostalgia más bellas e íntimas que ví en mi vida.",,2024-05-03
2024-05-05,The Idea of You,2024,https://boxd.it/6pmvKh,4,,"<blockquote>""People hate happy women.""<blockquote>

<i>The Idea of You<i> simplemente no funcionaría sin <i>Anne Hathaway<i>. Su última toma, con esos ojos vidriosos, transmite todo sin decir nada. Alucinante. Y <i>Nicholas Galitzine<i>, fuego fuego.

<a href=""https://boxd.it/tufA6"">2024 Ranked</a>",,2024-05-04
2024-05-06,Baby Reindeer,2024,https://boxd.it/6pUSzT,5,,"No sé por dónde empezar a escribir sobre <i>Baby Reindeer<i> porque más que para una reseña, esta miniserie está para una tesis de psicología.

<a href=""https://boxd.it/z4Xog"">Miniseries</a> | <a href=""https://boxd.it/tufA6"">2024 Ranked</a>",,2024-05-05
2024-05-07,All of Us Strangers,2023,https://boxd.it/6qgT4L,4.5,Yes,"<blockquote>""I know how easy it can be to stop caring about yourself.""<blockquote>

Todas las miradas y lágrimas se van a ir con <i>Andrew Scott<i> y <i>Paul Mescal<i>, por justas y obvias razones, pero debo confesar que desde hace mucho tiempo que un personaje no me llegaba tanto al corazón como el padre sensible y entrañable de <i>Jamie Bell<i>.

<a href=""https://boxd.it/reoFO"">2023 Ranked</a>",,2024-05-06
2024-05-08,Downtown Owl,2023,https://boxd.it/6qFIGf,4,,"<blockquote>”I suffer from depression. I get depressed. It's not clinically diagnosed, but I have, like, zero self-confidence. I thought my life would turn out better than it is, and I think that's why I get depressed.”<blockquote>

Yo también sólo pondría al genio de <i>Elvis Costello<i> en la rocola.

<a href=""https://boxd.it/reoFO"">2023 Ranked</a>",,2024-05-07
2024-05-09,The Skulls,2000,https://boxd.it/6r84PJ,2,Yes,"<blockquote>""If it's secret and elite, it can't be good.""<blockquote>

Me llamó la atención la sinopsis y, al toque de empezar, me di cuenta que ya la había visto cuando era chica. Y con razón no me acordaba. Totalmente olvidable.

<a href=""https://boxd.it/tuaCm"">2000s Ranked</a>",,2024-05-08
2024-05-10,Perfect Days,2023,https://boxd.it/6rnnjx,5,,"<blockquote>""Next time is next time. Now is now.""<blockquote>

Una oda a las cosas simples y bellas de la vida, a sonreír al comenzar cada día, a la buena música, a las letras que nos cuentan una historia. De las películas más hermosas que vi. Esto es cine.

<a href=""https://boxd.it/reoFO"">2023 Ranked</a>",,2024-05-09
2024-05-11,Good Kids,2016,https://boxd.it/6rJLB5,3,,"Divertido coming-of-age del primo <i>Greg<i> y sus amigos durante el verano previo a entrar a trabajar al parque de diversiones de <i>Waystar Royco<i>.

<a href=""https://boxd.it/w3Wgw"">2016-2017 Ranked</a>",,2024-05-10
2024-05-14,Confessions,2023,https://boxd.it/6t79nL,4.5,,"Wow, hace mucho que una película no me tensionaba tanto, al punto de no poder parar de mover mis manos y pies. Hora y media que se pasa volando, casi sin respirar.

<a href=""https://boxd.it/reoFO"">2023 Ranked</a>",,2024-05-13
2024-05-16,Amores Perros,2000,https://boxd.it/6tKjkP,5,Yes,"<blockquote>""Porque también somos lo que hemos perdido.""<blockquote>

La mejor película de historias cruzadas sobre amor y duelo en una sociedad corrompida es de <i>González Iñárritu<i> y en español.

<a href=""https://boxd.it/tuaCm"">2000s Ranked</a>",,2024-05-15
2024-05-19,The Breakfast Club,1985,https://boxd.it/6uVEDJ,5,Yes,"<blockquote>""We're all pretty bizarre. Some of us are just better at hiding it, that's all.""<blockquote>

La comedia estudiantil ochentosa por excelencia que, detrás de la buena música y las escenas de culto, ahonda en los temas más profundos de la adolescencia como el bullying escolar, las enfermedades mentales, o las presiones por pertenecer y complacer que nos pueden llevar a tomar decisiones extremas. Atemporal en todos los sentidos, pero en especial con el monólogo del personaje de <i>Emilio Estévez<i> cerca del final. Total classic.

<a href=""https://boxd.it/tua2e"">80s Ranked</a>",,2024-05-18
2024-05-21,Ferrari,2023,https://boxd.it/6vYFsd,4,,"<blockquote>“Look at the Maserati team. Fangio. Behra. Stirling Moss. Hard-nosed pros. Men with a brutal determination to win. With a cruel emptiness in their stomachs. Detachment. Loyal to one thing… not the team. Loyal to their lust to win.”<blockquote>

La paradoja es que <i>Gabriel Leone<i>, quién aquí interpreta a <i>Alfonso de Portago<i>, próximamente estrenará la miniserie <i>Senna<i>, poniéndose en la piel del campeón mundial <i>Ayrton<i>. Las similitudes las dejo a su criterio.

<a href=""https://boxd.it/reoFO"">2023 Ranked</a>",,2024-05-20
2024-05-22,Little Women,2019,https://boxd.it/6wdO9p,4.5,,"<blockquote>“Women. They have minds, and they have souls, as well as just hearts. And they’ve got ambition. And they’ve got talent as well as just beauty. And I’m so sick of people saying that love is just all a woman is fit for. I’m so sick of it. But I’m so lonely.”<blockquote>

Nunca vi ni leí ninguna de las versiones anteriores de <i>Mujercitas<i>, por lo cual llegué como un lienzo en blanco, libre de preconceptos y comparaciones. Y si una película de más de dos horas te mantiene atento en todo momento y el tiempo se te pasa volando, es porque algo bien hicieron. La estética es preciosa, minimalista y reconfortante. La química familiar, lo primordial de la historia, traspasa la pantalla haciéndote sentir una de las hermanas <i>March<i>. No es perfecta sólo porque siento que, a pesar de su considerable duración, el final -real o no- es un tanto apresurado comparado con el resto de la apacible narrativa. De esas obras que, apenas terminan, ya necesitás volver a ver.

<a href=""https://boxd.it/w3Wx8"">2018-2019 Ranked</a>",,2024-05-21
2024-05-23,Calladita,2020,https://boxd.it/6wBYLV,3.5,,"Cuando terminé de ver este corto iba a venir a escribir que <i>por favor hagan una película con esta idea</i>, hasta que pum, ya la filmaron. Ahora a buscarla.",,2024-05-22
2024-05-24,May revolution,1909,https://boxd.it/6wS2u7,3,,"Hoy celebramos en Argentina el <b>Día del Cine Nacional</b> en honor a <i>La Revolución de Mayo</i>, considerada la primera película argumental de nuestro país, y uno de los pocos registros de la obra del director italiano Mario Gallo que se ha conservado y remasterizado. Fuertemente influenciada por el estilo francés y las diversas corrientes de inmigración, el equipo técnico apuesta por la acción teatral, una narrativa muda que fluye acompañada de placas con leyendas escritas y decorados pintados sobre telones, que flamean al soplar el viento. Su mayor contra, y que no tiene nada que ver con el año de su creación, es la inexactitud de ciertos eventos ocurridos en la Buenos Aires de 1810, como la supuesta aparición del General San Martín, como licencia artística de su realizador. Hito histórico.",,2024-05-23
2024-05-28,Atonement,2007,https://boxd.it/6yMW0j,4.5,,"La venía piloteando dentro de todo bien, pensando que todavía me faltaba como media hora de película, hasta que PUM, llegó el plot twist del final y quedé completamente devastada.",,2024-05-27
2024-05-29,Nahir,2024,https://boxd.it/6z6ClB,3.5,,"Cerrás los ojos y no escuchás a Valentina Zenere, escuchás a Nahir Galarza.",,2024-05-28
2024-06-01,Challengers,2024,https://boxd.it/6AjeIB,5,,"Yo amo a Josh O'Connor desde que lo vi en <i>Only You<i> (pueden comprobarlo <a href=""https://boxd.it/5960Dv"">aquí</a>) por lo que mis cinco estrellas estaban aseguradas y nulas de juicio crítico, pero la cinematografía de los juegos de tenis, con la cámara tomando la perspectiva de la pelota, es algo magistral. En mi humilde opinión, la mejor película deportiva de los últimos años.",,2024-05-31
2024-06-01,Black Mirror: The National Anthem,2011,https://boxd.it/6AlHwN,4,Yes,"Si este episodio hubiese llegado en otro momento, tal vez más adelante, no sería tan bien valorado. Pero es el inicio de un hito, y se la jugaron poniendo todo sobre la mesa, con polémica e irreverencia. Así, con un primer ministro y una cerda, comenzaba <i>Black Mirror<i>. El resto es historia.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-04-29
2024-06-01,Black Mirror: Fifteen Million Merits,2011,https://boxd.it/6AlYIL,3,Yes,"Este es el capítulo de <i>Black Mirror<i> que todos con los que alguna vez hablé sobre la serie aman y a mi me aburre sobremanera. Entiendo su simbolismo y la crítica hacia la sociedad de consumo, tanto material como digital, pero nada, se me hace larguísimo y reiterativo.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-01
2024-06-02,Black Mirror: The Entire History of You,2011,https://boxd.it/6AMJGz,4.5,Yes,"El mejor episodio de la primera temporada de <i>Black Mirror<i> está escrito por Jesse Armstrong, quien años después crearía la sublime <i>Succession<i>. Es aquí, con <i>The Entire History of You<i>, que me enamoré de la serie y no la solté jamás. La tecnología como backup y sostén de nuestros recuerdos y sentimientos en un futuro que no parece para nada distópico.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-11
2024-06-02,Black Mirror: Be Right Back,2013,https://boxd.it/6AN2gb,5,Yes,"Tan actual que duele. Tan humano que duele. Los sentimientos y el alma logran dejar a la tecnología en un segundo plano para darle lugar a un debate moral e íntimo. Sin dudas, el mejor episodio de la segunda temporada de <i>Black Mirror<i>. Dirigido por Owen Harris, el mismo de <a href=""https://boxd.it/6FcmOX"">San Junipero</a>. Y se nota demasiado.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-12
2024-06-03,Black Mirror: White Bear,2013,https://boxd.it/6BbN8L,4.5,Yes,"Uno de los mayores plot twists de la historia de <i>Black Mirror<i> hasta la actualidad. Se siente como un videojuego, frenético, inmersivo, del que no podés dejar de ser parte. Como espectador, siempre, del tan anhelado ¿entretenimiento?.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-14
2024-06-03,Black Mirror: The Waldo Moment,2013,https://boxd.it/6Bcwbl,2.5,Yes,"Waldo no es mi tipo de humor ni la política es mi tema de interés. Además, resulta poco creíble la rapidez con la que se desarrolla la idea y se alcanza el clímax de la situación. Lo único a favor es que no nos permiten empatizar con ninguno de los personajes/candidatos, como en la vida real.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-16
2024-06-04,Dennis the Menace,1993,https://boxd.it/6BIRDz,3,Yes,Los fines de semana de los 90 en la tv de aire eran <i>Daniel el travieso</i> o <i>Mi pobre angelito</i>.,,2024-06-03
2024-06-05,A Part of You,2024,https://boxd.it/6C7lTF,4.5,,"La crudeza del cine sueco es algo fascinante. De adolescente, <i>Lilja 4-ever</i> me inició en una seguidilla de películas de ese país nórdico que me mostraron otra manera de transmitir las emociones, principalmente la tristeza y el duelo, como en <i>En del av dig</i>, desde un lado más desgarrador e íntimo. Un coming-of-age honesto, transparente. El tener que crecer y salir adelante por obligación, por propia necesidad.",,2024-06-04
2024-06-06,The Courier,2024,https://boxd.it/6CpScF,4,,"<blockquote>""El dinero a lo bestia corrompe a lo bestia""<blockquote>

Y cuando <i>El correo<i> te parezca demasiado fantasiosa y llena de inconsistencias, pero con una fotografía frenéticamente moderna, recuerda que está basada en hechos reales, en la corrupción política de siempre, de la que hay en todos los países del mundo.",,2024-06-05
2024-06-08,Gasoline Rainbow,2023,https://boxd.it/6D8ErL,4,,"Dentro de varios años, hablaremos de <i>Gasoline Rainbow<i> como una película de culto dentro de las road movies y coming of age.",,2024-06-07
2024-06-09,The Miseducation of Cameron Post,2018,https://boxd.it/6DufX7,3,,"Ciertas similitudes con <a href=""https://boxd.it/gWxe"">Boy Erased</a> en su trama y desarrollo me transmitieron lo mismo desde lo emocional: una historia poderosa que, a pesar del intento de deconstrucción social constante, lamentablemente sigue ocurriendo, pero que no me permitió empatizar demasiado con ninguno de sus protagonistas.",,2024-06-08
2024-06-09,Black Mirror: White Christmas,2014,https://boxd.it/6DzbdJ,4.5,Yes,"Disfruté <i>White Christmas<i> muchísimo más que la primera vez. Tal vez, al conocer su final y giro de guión, me pude concentrar mejor en los pequeños detalles y debates que quiere generar. Sin dudas, miraría episodios enteros de cada minihistoria que aquí se nos presenta.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-17
2024-06-10,Black Mirror: Nosedive,2016,https://boxd.it/6DXMrB,5,Yes,"Cinco estrellas para Nosedive. Cinco estrellas para desahogarnos y liberarnos como Lacie. Cinco estrellas para esa fotografía color pastel bellísima. Cinco estrellas para el episodio que mejor expresa cómo la tecnología actual influye en la vida cotidiana, cómo moldea nuestra personalidad a su medida. Cinco estrellas para lo más real que nos entrega <i>Black Mirror<i> hasta el momento. ★★★★★.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-19
2024-06-10,Bonnie & Clyde,2013,https://boxd.it/6E25T3,4.5,,"Mi adaptación favorita de <i>Bonnie & Clyde<i> hasta la fecha, en formato de miniserie, con dos capítulos de hora y media cada uno. <i>Emile Hirsch<i> es fuego aquí.",,2024-06-09
2024-06-11,Black Mirror: Playtest,2016,https://boxd.it/6Eq8Il,4.5,Yes,"Muchos coinciden con que la debacle de <i>Black Mirror<i> comienza con su desembarco en <i>Netflix<i>, pero para mi esta tercera temporada tiene la mayoría de los máximos episodios ever, como <a href=""https://boxd.it/6DXMrB"">Nosedive</a>, <a href=""https://boxd.it/6EPwBN"">Shut Up and Dance</a>, <a href=""https://boxd.it/6FcmOX"">San Junipero</a> (SPOILER ALERT, mi top 1 por siempre), y este, Playtest, que no desentona y mantiene la vara de altísima calidad. Funciona mucho mejor que cualquier película de terror actual, jugando no sólo con tu mente sino con tus propios miedos, terrenales y sentimentales.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-24
2024-06-11,Conversations with a Killer: The Ted Bundy Tapes,2019,https://boxd.it/6EtJXN,4,,"Si la <a href=""https://boxd.it/6FgGdZ"">película</a> sobre <i>Ted Bundy<i> interpretada por <i>Zac Efron<i> te dejó con más dudas que certezas, como a mi, esta serie documental es la respuesta.",,2024-06-10
2024-06-12,Black Mirror: Shut Up and Dance,2016,https://boxd.it/6EPwBN,5,Yes,"El final más <i>Black Mirror<i> de todos, donde la tecnología menos distópica e inalcanzable es lo que hace a este episodio real y, lamentablemente, cotidiano.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-25
2024-06-13,Black Mirror: San Junipero,2016,https://boxd.it/6FcmOX,5,Yes,"Siempre me molestó que nos subestimen a los que amamos <i>San Junipero<i> con la excusa de que lo aclamamos porque nos gustan los “finales felices”. No es por eso, y hasta podemos debatir si se trata de un final feliz en todo caso. Es, simplemente, el mejor episodio de todas las temporadas de <i>Black Mirror<i> porque te llega al corazón con su estética, su música, el inmersivo paso entre décadas a través de la visual y los sentimientos. El lado positivo de la tecnología edificando el sueño de la vida después de la muerte, la nostálgica eternidad de los lindos momentos.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-26
2024-06-13,"Extremely Wicked, Shockingly Evil and Vile",2019,https://boxd.it/6FgGdZ,3.5,,"Para muchos, la mejor actuación de <i>Zac Efron<i> está en <a href=""https://boxd.it/w5Pm"">The Iron Claw</a>. Para mi, está aquí, en la piel de <i>Ted Bundy<i>.

Y como complemento, la docuserie <a href=""https://boxd.it/6EtJXN"">Conversations with a Killer: The Ted Bundy Tapes</a>.",,2024-06-12
2024-06-14,Black Mirror: Men Against Fire,2016,https://boxd.it/6FyvzV,3.5,Yes,"La tecnología, aunque siempre imprescindible, pasa a un segundo plano para darle lugar al análisis psicológico y social de la moral en tiempos de guerra, del convencimiento de masas por la lucha de algo más grande e importante que uno mismo a costa y a favor de los de siempre, la falta de humanidad ante pares vistos como inferiores, el desprecio a la vida.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-29
2024-06-14,El Angel,2018,https://boxd.it/6FzKSl,4.5,Yes,"No es una biopic sino una adaptación muy libre de la vida y crímenes de <i>Robledo Puch<i>, apodado <i>el Ángel de la Muerte<i>, uno de los mayores asesinos en serie de Argentina. El estilo <i>Ortega<i> brilla en esta película que se sostiene en la estética nacional de los 70' y, principalmente, en las actuaciones secundarias de lujo. 

Y sí, el parecido de <i>Toto Ferro<i> es asombroso.",,2024-06-13
2024-06-15,Black Mirror: Hated in the Nation,2016,https://boxd.it/6FTiLr,4.5,Yes,"Esto es cine al estilo más puro de <i>Black Mirror<i>. No sólo por su duración ni por el modo clásico de los thrillers sobre misteriosos asesinatos, sino por el despliegue visual de alto nivel y, principalmente, por el eterno y siempre actual debate sobre el hate en las redes sociales. Ese vacío legal que no tiene límites y le da a las personas inmunidad para decir, insultar y, en este caso, hacer y dañar exponencialmente a quien y como se les dé la gana, escondidos tras una pantalla, un espejo negro, un avatar y las masas de odiadores. Adiós al futuro distópico, <i>Hated in the Nation<i> es el hoy y ahora.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-05-30
2024-06-15,Initials S.G.,2019,https://boxd.it/6FWksd,3,,Pocas cosas son más peligrosas que un tipo con tendencia autodestructiva que no tiene nada que perder.,,2024-06-14
2024-06-16,The Mudboy,2007,https://boxd.it/6Ginen,2.5,,"Una película basada en los crímenes del <i>Petiso Orejudo<i>, el asesino en serie más joven de Argentina, que decide focalizarse más en sus víctimas, dejando al supuesto eje de la historia con poca presencia en pantalla. <i>El Niño de Barro<i> pasó un tanto desapercibida en nuestro propio país y, aún hablando español, tiene escenas dificiles de escuchar y comprender. Ni. No creo volver a verla.",,2024-06-15
2024-06-17,Am I OK?,2022,https://boxd.it/6GKL6D,3,,"La importancia de la autoaceptación por sobre cómo te ven, o asumen, el resto de las personas. Hermoso mensaje.",,2024-06-16
2024-06-18,Illusions for Sale: The Rise and Fall of Generation Zoe,2024,https://boxd.it/6HaWnd,3,,"No aporta nada nuevo a lo que ya vimos en los canales de noticias, pero si explica porque la gente cayó, y va a seguir cayendo, en las estafas piramidales.",,2024-06-17
2024-06-19,The Coffee Table,2022,https://boxd.it/6HyQPj,4,,Ni en mil vidas te ves venir lo que va a pasar.,,2024-06-18
2024-06-21,City of God,2002,https://boxd.it/6IhQx5,5,,"La mejor presentación de personajes, tramas, subtramas e historias cruzadas que vi en mi vida. Perfección en la crudeza y marginalidad. Obra maestra del cine brasileño.",,2024-06-20
2024-06-22,Raising Voices,2024,https://boxd.it/6IFI0l,4.5,,"Es importantísimo que se cuenten este tipo de historias, que se generen charlas y debates entre jóvenes, padres, docentes, amigos. Porque no es sólo lo que les pasó a Alma, a Greta, a Nata, a Berta o a todas las chicas sin nombre y sin voz de la ficción, es sobre los peligros constantes a los que estamos expuestas las mujeres en cualquier momento y lugar. <i>Ni una más<i> no es para pasar el rato viendo algo en <i>Netflix<i>, es para reflexionar, para poder hablar y dejar de callar.",,2024-06-21
2024-06-23,The Mystery of Happiness,2014,https://boxd.it/6J1taz,3,,El conformismo en lo cotidiano versus la búsqueda de la felicidad aún desconocida. Misterio existencial desarrollado a los tumbos pero con un final precioso.,,2024-06-22
2024-06-24,Black Mirror: USS Callister,2017,https://boxd.it/6Juwq9,4,Yes,"Si lo hubiese calificado la primera vez que lo vi, tendría menos estrellas, dos en todo caso. No sé, no había conectado con el juego/historia ni los efectos visuales me habían volado la cabeza, tal vez porque <i>Star Trek<i> no es mi onda. Pero, por favor, en este rewatch me atrapó por completo y hasta el final, porque no recordaba cómo terminaba. Los gags esconden una fuerte crítica social al sexismo y al abuso de poder, convirtiendo a la ciencia ficción en algo más tangible y actual. Ahora sí estoy de acuerdo con una secuela de <i>USS Callister<i>. Necesito más.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-06-01
2024-06-24,7th Floor,2013,https://boxd.it/6JzIcj,2.5,,El final estaba más cantado que <i>Muchachos<i>.,,2024-06-23
2024-06-25,Francis: Pray for Me,2015,https://boxd.it/6JYxV3,3,,"Las hermosas imágenes de <i>Buenos Aires<i>, al inicio, son lo más memorable de la película. Grandinetti, en la piel de Bergoglio, sale airoso.",,2024-06-24
2024-06-26,Bridge to Terabithia,2007,https://boxd.it/6KkGKd,3.5,,Pero si yo me crié en los 90 viendo <i>Mi primer beso<i>... debería ser inmune a estos finales. Pues no mi ciela.,,2024-06-25
2024-06-27,Pretty in Pink,1986,https://boxd.it/6KHpbV,4,Yes,"La vi por primera vez hace tantos años que no me acordaba cómo terminaba y me pasé toda la película, again, rogando que al final no se quedara con <i>Duckie<i>.",,2024-06-26
2024-06-28,I Saw the TV Glow,2024,https://boxd.it/6L10dd,3,,"<blockquote>Time wasn't right. It was moving too fast. And then I was 19. And then I was 20. I felt like one of those dolls asleep in the supermarket. Stuffed. And then I was 21. Like chapters skipped over on a DVD. I told myself, ""This isn't normal. This isn't normal. This isn't how life is supposed to feel.""<blockquote>

Visual y sonoramente es alucinante, pero la historia me perdió a la mitad, aún entendiendo que quizás no se trate de una película sino de una experiencia cinematográfica.",,2024-06-27
2024-06-29,Sharp Objects,2018,https://boxd.it/6LnlVT,5,,"La volví a ver a través de los ojos de la persona a quien se la recomendé y sigue siendo una de las mejores miniseries de este milenio. Cruda y perfecta, con un final que no te lo olvidás nunca más en tu vida.",,2024-06-28
2024-06-30,Thesis on a Homicide,2013,https://boxd.it/6LKiY7,4,,"Recuerdo que me levanté del cine muy conforme con la película, y su desenlace, hasta que el matrimonio de al lado tiró:

<blockquote>- ""¿Terminó así?""
- ""No creo, debe tener segunda parte""</blockquote>
Y me descolocaron por completo.",,2024-06-29
2024-07-01,Just Like Me,2010,https://boxd.it/6MdoW5,4,Yes,"Yo sé que acá en <i>Letterboxd<i> nos burlamos de las películas de <i>Suar<i> pero esta, en gran parte gracias a <i>Flor Bertotti<i>, es divertidísima. Mi guilty pleasure argento.",,2024-06-30
2024-07-02,Blue Jasmine,2013,https://boxd.it/6MHiNr,3,,"<i>Woody Allen<i> retratando personajes femeninos is not my type, pero <i>Cate Blanchett<i> brilla tanto en su elegante papel que convierte a <i>Blue Jasmine<i> de inmirable a decente.",,2024-07-01
2024-07-03,Triangle of Sadness,2022,https://boxd.it/6N6xMX,4.5,,"El poder intrínseco del poder, valga la redundancia, sin importar en manos de quien esté. La naturaleza humana de conservarlo a cualquier precio. Analizar a <i>Triangle of Sadness<i> como una película marxista y de ricos = malos / pobres = dominados se torna muy superficial cuando, en su lugar, nos podemos cuestionar internamente. ¿Queremos dejar de ser explotados por nuestro propio bienestar o para vengarnos de la élite y convertirnos en una nueva?, porque el universo anticapitalista también se puede corromper. Psicológica y visualmente magnética. De esas obras que hay que ver para salir de la zona de confort.",,2024-07-02
2024-07-04,The Watchers,2024,https://boxd.it/6Nxtst,2.5,,Llegó un punto de la película en el que sólo me preocupaba el bienestar del loro <i>Darwin<i>.,,2024-07-03
